title,price,old_price,category,description
"Carcasa Cooler Master MasterBox E500L, MidTower, Panou lateral transparent (Negru/Rosu)",310.99,,Carcase,"Tip : Mid Tower,Pozitionare sursa : Jos,Sursa : Fara sursa,mITX : Da,mATX : Da,ATX : Da,Dimensiuni (cm) : 49 x 42.6 x 21.5,Greutate (kg) : 4.4,Culoare : Negru + Rosu,Panou lateral transparent : Da, plexiglass,Slot HDD intern 3.5&quot; : x2,Slot HDD intern 2.5&quot; : x2,ODD 5.25&quot; : x1,Sloturi expansiune : x7,Lungimea maxima a placii video (mm) : 399,Inaltime maxima cooler CPU (mm) : 157,USB 3.0 : x2,Audio : x1,Microfon : x1,In spate : 1 x 120 mm,In fata : 2 x 120/140 mm,Deasupra/Tavan : 2 x 120 mm"
"Carcasa Cooler Master MasterBox E500L, MidTower, Panou lateral transparent (Negru/Albastu)",310.99,,Carcase,"Tip : Mid Tower,Pozitionare sursa : Jos,Sursa : Fara sursa,mITX : Da,mATX : Da,ATX : Da,Dimensiuni (cm) : 49 x 42.6 x 21.5,Greutate (kg) : 4.4,Culoare : Negru + Albastru,Panou lateral transparent : Da, plexiglass,Slot HDD intern 3.5&quot; : x2,Slot HDD intern 2.5&quot; : x2,ODD 5.25&quot; : x1,Sloturi expansiune : x7,Lungimea maxima a placii video (mm) : 399,Inaltime maxima cooler CPU (mm) : 157,USB 3.0 : x2,Audio : x1,Microfon : x1,In spate : 1 x 120 mm,In fata : 2 x 120/140 mm,Deasupra/Tavan : 2 x 120 mm"
"Carcasa Floston BLUE GUARDIAN, MidTower",170.99,,Carcase,"Tip : Mid Tower,Pozitionare sursa : Jos,Sursa : Fara sursa,mITX : Da,mATX : Da,ATX : Da,Dimensiuni (cm) : 43.8 x 18.0 x 42.8,Greutate (kg) : 4,Material : Otel + Plastic,Slot HDD intern 3.5&quot; : x2,Slot HDD extern 3.5&quot; : x2,Sloturi expansiune : x7,Inaltime maxima cooler CPU (mm) : 160,Audio : x1,Microfon : x1,Ventilatoare instalate : 3x 120mm"
"Adaptor OEM KOM0981, DisplayPort - DVI (24+5) Mama (Negru)",33.87,,Periferice,"Tip conector : Display Port - DVI,Culoare : Negru"
"HDD Extern Seagate Expansion Portable, 2.5inch, 500GB, USB 3.0 (Negru)",239.99,,Hard Disk Extern,"Model : STEA500400,Format : 2.5&quot;,Configuratie : Single,Interfata : USB 3.0,Capacitate : 500GB,Dimensiuni (mm) : 117 x 80 x 14.8,Greutate (kg) : 0.170,Culoare : Negru"
Mouse Optic A4Tech N-400-2 (Negru/Rosu),38.73,49,Mouse,"Conectare : Wired,Tehnologie : Optic,Constructie : Ambidextru,Scroll : Da,Butoane : 3,Culoare : Negru,Design : Negru cu rosu"
Carcasa ID-Cooling Stream 2 Red,873.99,,Carcase,"Tip : Mid Tower,Pozitionare sursa : Jos,Sursa : Fara sursa,mITX : Da,mATX : Da,Dimensiuni (cm) : 58.4 x 54.5 x 25,Greutate (kg) : 8,Panou lateral transparent : Da,Sloturi expansiune : x2,Lungimea maxima a placii video (mm) : 275,USB 3.0 : x2"
"Placa de baza GIGABYTE B460M GAMING HD, Intel B460, LGA 1200, mATX",394.99,,Placi de baza,"Socket : LGA 1200,Chipset : B460,CPU Suportat : 10th Gen Intel® Core™, Pentium® Gold and Celeron® Processors,Memorii suportate : DDR4,Tip memorie : DIMM,Dual Channel : Da,Frecventa memorie : 2933/2800/2666/2400/2133 MHz,Socluri RAM : x2,RAM maxim : 64 GB,Slot grafic : PCI-Express 3.0,Detalii sloturi grafice : 1 (x16),Slot PCI-E x1 : x1,Audio : Incorporata,Codec : Realtek ALC887,Canale : HD 7.1,Placa de retea : Integrata,Controller : Realtek GbE,Tip : Single,Viteza : Gigabit LAN 10 / 100 / 1000 Mb/s,Port-uri SATA III 600 : x4,Porturi M.2 : x1,Port-uri USB 2.0 : x2,Port-uri USB 3.0 : x4,HDMI : x1,VGA : x1,RJ 45 : x1,Audio Jack : x3,PS/2 : x2,EATX (24 pini) : Da,EPS12V (8 pini) : Da,Format : microATX"
"SSD Patriot P210 512GB, SATA-III, 2.5inch",255.99,,Solid-State Drive (SSD),"Serie : P210,Tip SSD : Intern,Form Factor : 2.5 inch,Capacitate : 512GB,Interfata : SATA III,Tehnologii : TRIM Support| S.M.A.R.T Support,Viteza max. (citire) (MB/s) : 520,Viteza max. (scriere) (MB/s) : 430,Random 4KB citire (IOPS) : 50.000,Random 4KB scriere (IOPS) : 50.000,Inaltime (mm) : 7"
"SSD Patriot P210 1TB, SATA-III, 2.5inch",437.99,,Solid-State Drive (SSD),"Serie : P210,Tip SSD : Intern,Form Factor : 2.5 inch,Capacitate : 1TB,Interfata : SATA III,Tehnologii : TRIM Support| S.M.A.R.T Support,Viteza max. (citire) (MB/s) : 520,Viteza max. (scriere) (MB/s) : 430,Random 4KB citire (IOPS) : 50.000,Random 4KB scriere (IOPS) : 50.000,Inaltime (mm) : 7"
"Mouse Wireless ASUS MW201C, Optic, 1600 DPI (Albastru)",102.99,,Mouse,"Conectare : Wireless,Tehnologie : Optic,Constructie : Ambidextru,Scroll : Da,Interfata : Bluetooth,Rezolutie (DPI) : 1600,Culoare : Albastru,Dimensiune (mm) : 110 X 60.7 X 30.7"
Casti Gaming Fury Wildcat (Negru),50.99,,Casti - Microfoane,"Tip : Casti Gaming,Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 2,Stil : Over-the-head,Pernuta : Da,Sensibilitate (dBPa/V) : 105,Frecventa : 20 Hz - 20 kHz,Impedanta (Ohm) : 32,Microfon : Da,Sensibilitate (dBV/Pa) : -62,Tip : Omni-directional,PC : Da,Controlul volumului : Da,Culoare : Negru/Albastru,Altele : Cablu protejat cu material textil | Control pentru volum integrat in casca "
Casti Gaming Genesis Neon 350 (Negru),79.99,,Casti - Microfoane,"Tip : Casti Gaming,Structura : Earcup,Conectare : Wired,Interfata : Jack de 3,5 mm/ USB 2.0,Lungimea cablului (m) : 2,Stil : Over-the-head,Pernuta : Da,Diametru (mm) : 50,Sensibilitate (dBPa/V) : 94,Frecventa : 20 Hz - 20 kHz,Impedanta (Ohm) : 32,Microfon : Da,Sensibilitate (dBV/Pa) : -38 dB,Tip : Omni-directional,Impedanta (Ohm) : 32,Tehnologie : Anularea zgomotului de fundal,PC : Da,Sunet stereo : Da,Controlul volumului : Da,Culoare : Negru,Altele : Efecte de vibratii | Iluminare cu LED rosu | Microfon flexibil | Functie noise cancelling"
Microfon Genesis Radium 100 (Negru),97.99,,Casti - Microfoane,"Tip : Microfon,Conectare : Wired,Interfata : USB,Lungimea cablului (m) : 1.5,Sensibilitate (dBV/Pa) : 30,Tip : Omni-directional,Frecventa : 50 Hz - 16 KHz,Culoare : Negru"
"Casti Gaming Energy Sistem ESG 1 Dual Driver, Jack 3.5mm, In-Ear (Negru/Rosu)",82.99,,Casti - Microfoane,"Tip : Casti Gaming,Structura : Earbud,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 1.2,Stil : In-the-ear,Diametru (mm) : 6,Sensibilitate (dBPa/V) : 112,Frecventa : 20 Hz - 20 kHz,Tip magnet : Neodymium,Impedanta (Ohm) : 32,Microfon : Da,Sensibilitate (dBV/Pa) : -42,PC : Da,Controlul volumului : Da,Culoare : Negru/Rosu"
"Placa video MSI GeForce GTX 1650 SUPER VENTUS XS OC, 4GB, GDDR6, 128-bit",1099.99,,Placi Video,"Chipset : nVidia,Model Chipset : GeForce GTX 1650 SUPER,Interfata : PCI-E x 16 3.0,Sistem de racire : Activ (Dual-Slot),DirectX : 12.1,OpenGL : 4.6,OpenCL : 1.2,RAMDAC : 400 MHz,Memorie (MB) : 4096 MB,Bus memorie : 128 biti,Tip memorie : GDDR6,Latime de banda : 192.4 GB/s,Procesor grafic : TU116 ,Proces de fabricatie : 12 nm,Conector alimentare (pini) : 1 x 6 pini,Unitati de procesare : 1280,Sursa minima recomandata : 350W,Frecventa procesor : 1740 MHz Boost,Frecventa memorie : 12000 Mhz,OverClocked : Da,Rezolutie maxima (digital) : 7680 x 4320,DVI : x1,HDMI : x1,DisplayPort : x1,nVidia GPU Boost 2.0 : Da,nVidia PhysX : Da,nVidia Surround : Da,nVidia 3D Vision Surround : Da,nVidia CUDA : Da,nVidia 3D Vision : Da,nVidia G-SYNC : Da,nVidia GameStream Ready : Da,nVidia Ansel : Da,nVidia Simultaneous Multi-Projection : Da,nVidia Vulkan API : Da,Lungime (mm) : 180,Latime (mm) : 115,Grosime (mm) : 42.3"
Stick USB Verbatim Store n Go PinStripe 8GB (Negru),53.99,,Stick USB,"Capacitate : 8GB,Compatibilitate : USB 2.0,Criptare : Nu,Windows : Windows 2000 | Windows ME | Windows XP | Windows Vista | Windows 7,Apple : Da (Mac OS 9+),Linux : Linux 2.4.0+,Dimensiuni (LxlxG) : 5.4 x 2.1 x 0.922,Greutate (g) : 8.6,Culoare : Negru"
"Placa de baza MSI MPG Z490 CARBON EK X, Intel Z490, LGA 1200, ATX",2083.99,,Placi de baza,"Socket : LGA 1200,Chipset : Z490,CPU Suportat : 10th Gen Intel® Core™, Pentium® Gold and Celeron® Processors,Memorii suportate : DDR4,Tip memorie : DIMM,Dual Channel : Da,Frecventa memorie : 4800(OC)/ 4600(OC)/ 4533(OC)/ 4400(OC)/ 4300(OC)/ 4266(OC)/ 4200(OC)/ 4133(OC)/ 4000(OC)/ 3866(OC)/ 3733(OC)/ 3600(OC)/ 3466(OC)/ 3400(OC)/ 3333(OC)/ 3300(OC)/ 3200(OC)/ 3000(OC)/ 2933(JEDEC)/ 2666(JEDEC)/ 2400(JEDEC)/ 2133(JEDEC) MHz,Socluri RAM : x4,RAM maxim : 128 GB,Slot grafic : PCI-Express 3.0,Detalii sloturi grafice : 3 (x16 / x0/ x4, x8/ x8/ x4),SLI : 2-Way NVIDIA® SLI™ Technology,CrossFireX : 3-Way AMD Crossfire Technology,Slot PCI-E x1 : x2,Audio : Incorporata,Codec : Realtek ALC1220,Canale : HD 7.1,Placa de retea : Integrata,Controller : Realtek RTL8125B 2.5GbE,Tip : Single,Viteza : 10/100/1000/2500,Bluetooth : Da,Wi-Fi : Da,Port-uri SATA III 600 : x6,Porturi M.2 : x2,Port-uri USB 2.0 : x2,Port-uri USB 3.1 (Type-A) : x4,Port-uri USB 3.1 (Type-C) : x1,Iesire optica : Da,HDMI : x1,DisplayPort : x1,RJ 45 : x1,Audio Jack : x5,PS/2 : x1,EATX (24 pini) : Da,EPS12V (8 pini) : Da,ATX12V (4 pini) : Da,Format : ATX,Dimensiuni (L x l) (cm) : 30.50 x 24.40"
Tastatura Esperanza EK130W Claviatura (Alb) ,49.99,, Tastaturi PC,"Tip produs : Tastatura,Conectivitate : Wired,Interfata tastatura : USB,Numar taste : 103,Sistem de operare : Windows 98/2000 / ME / NT / XP / Vista / 7 / 8 / 10 / Unix / MAC OS 8.6,Altele : Rezistenta la apa,Culoare : Alb,Dimensiuni (L x l x g)(mm) : 445 x 155 x 21,Lungime cablu (m) : 1.5"
Mouse Wireless Optic Delux M516-BK (Negru),44.44,,Mouse,"Conectare : Wireless,Tehnologie : Optic,Recomandare : Office,Constructie : Ambidextru,Butoane : 5,Interfata : Wireless,Rezolutie (DPI) : 1600/1200/1000/800"
"Mouse Lenovo Essential 4Y50T44377, USB, 1600 DPI (Alb)",52.99,56.99,Mouse,"Conectare : Wired,Tehnologie : Optic,Constructie : Ambidextru,Scroll : Da,Butoane : 3,Interfata : USB,Rezolutie (DPI) : 1600,Culoare : Alb,Greutate : 70g,Lungimea cablului : 1.8m"
Boxe MicroLab M 700U (Negre),294.99,,Boxe,"Configuratie : 2.1,Frecventa : 35Hz - 20kHz,SNR (dBA) : 75,Material : MDF/plastic,USB : Da,Analog : Jack 3.5mm,Subwoofer : 18,Satelit : 14,Totala : 46 W,Subwoofer (mm) : 290 x 240 x 90,Sateliti (mm) : 180 x 90 x 75,Greutate (kg) : 4.4,Culoare : Neagra"
Boxe MicroLab B 77 (Maro/Negru),287.99,,Boxe,"Compatibilitate : Compatibil cu majoritatea dispozitivelor cu jack 3.5 mm,Recomandare : Gaming,Configuratie : 2.0,Frecventa : 55 Hz - 20 kHz,SNR (dBA) : 70,Material : MDF,Satelit : 24,Totala : 48,Sateliti (mm) : 266 x 221 x 154,Greutate (kg) : 5.6,Culoare : Maro/Negru"
"Boxe Microlab M-200, 2.1 (Negre)",205.99,,Boxe,"Compatibilitate : Compatibil cu majoritatea dispozitivelor cu jack 3.5 mm,Configuratie : 2.0,Frecventa : 40Hz - 20kHz,SNR (dBA) : >80,Material : MDF | Plastic,Subwoofer : 16,Satelit : 2 x 12 W,Subwoofer (mm) : 156 x 270 x 189,Sateliti (mm) : 90 x 90.5 x 175.5,Greutate (kg) : 4.3,Culoare : Neagra"
Boxe Microlab TMN-9U (Negre),232.99,,Boxe,"Configuratie : 2.1,Frecventa : 35Hz - 20kHz,SNR (dBA) : 80,Subwoofer : 16,Satelit : 12,Totala : 40,Subwoofer (mm) : 220 x 227 x 265,Sateliti (mm) : 110 x 184 x 135"
"Boxe Microlab M-300U, 2.1, 38 W RMS (Negru)",181.99,,Boxe,"Compatibilitate : Compatibil cu majoritatea dispozitivelor cu jack 3.5 mm,Configuratie : 2.1,Frecventa : 40Hz - 20kHz,Impedanta (Ohm) : 14,USB : Da,Analog : 3.5 mm Jack/RCA,Subwoofer : 14W,Satelit : 12,Totala : 38,Subwoofer (mm) : 230 x 225 x 230,Sateliti (mm) : 85 x 196 x 115,Greutate (kg) : 3kg,Culoare : Neagra"
"Boxe Microlab TMN-9BT 2.1, 40 W, Bluetooth (Negru)",282.99,,Boxe,"Configuratie : 2.1,USB : Da,Wireless : Da,Subwoofer : 18,Satelit : 11,Totala : 40,Subwoofer (mm) : 265 x 230 x 226,Sateliti (mm) : 187 x 133 x 111,Greutate (kg) : 5.6,Culoare : Neagra"
"Boxe Microlab M200BT, 2.1, 40 W, Bluetooth 3.0 (Negru)",232.99,,Boxe,"Configuratie : 2.1,Frecventa : 35Hz - 20kHz,SNR (dBA) : 75,Wireless : Da,Analog : Jack 3.5mm | 1 x RCA,Subwoofer : 16,Satelit : 12,Totala : 40,Inclusa : Da,Tip : Cu fir,Subwoofer (mm) : 285 x 195 x 155,Sateliti (mm) : 153 x 113 x 83,Culoare : Neagra"
"Boxe Microlab M-100 BT, 2.1, 10 W RMS, Bluetooth (Negru)",189.99,,Boxe,"Compatibilitate : Compatibil cu majoritatea dispozitivelor ce au conector jack 3.5 mm sau functie Bluetooth,Configuratie : 2.1,Frecventa : 35Hz - 20kHz,SNR (dBA) : 75,USB : Da,Analog : Jack 3.5mm,Subwoofer : 5 W,Totala : 10W,Subwoofer (mm) : 227 x 180 x 145,Sateliti (mm) : 168 x 90 x 85,Greutate (kg) : 2.4,Culoare : Neagra"
"Boxe Esperanza EP119 Arco, 2.0, 2 x 3 W (Negru)",25.25,,Boxe,"Compatibilitate : Compatibil cu majoritatea dispozitivelor cu jack 3.5 mm,Configuratie : 2.0,Frecventa : 60Hz - 20kHz,Impedanta (Ohm) : 4,Material : Plastic,Analog : Jack 3.5mm,Satelit : 2 x 3 W,Totala : 6,Dimensiuni (mm) : 160 x 80 x 75,Culoare : Neagra"
"Carcasa Delux DW702, Middle Tower",146.99,,Carcase,"Bay 5.25inch : x1,Bay 3.5inch : x4,Bay 2.5inch : x3,Sloturi expansiune : 7,Tip : Mid Tower,Pozitionare sursa : Jos,Sursa : Fara sursa,mATX : Da,ATX : Da,Dimensiuni (cm) : 41.5 x 42 x 18,Culoare : Negru,Panou lateral transparent : Da, plexiglass,Lungimea maxima a placii video (mm) : 320,Inaltime maxima cooler CPU (mm) : 160,USB 2.0 : x2,Audio : x2,Total ventilatoare compatibile : 5,In fata : 2 x 120 mm,In spate : 1 x 120 mm,Deasupra/Tavan : 2 x 120 mm"
"Carcasa NZXT H510 Elite, Middle Tower, RGB, Tempered Glass (Negru)",906.99,,Carcase,"Tip : Mid Tower,Pozitionare sursa : Jos,Sursa : Fara sursa,mITX : Da,mATX : Da,ATX : Da,Dimensiuni (cm) : 21 x 43,5 x 42,8,Greutate (kg) : 7.5,Culoare : Negru,Material : Otel + Aluminiu,Panou lateral transparent : Da, Tempered Glass,Slot HDD intern 3.5&quot; : x2,Slot HDD intern 2.5&quot; : x2,Sloturi expansiune : x7,Lungimea maxima a placii video (mm) : 313,Inaltime maxima cooler CPU (mm) : 165,USB 3.0 : x1,USB 3.1 : x2 (Type-C),Audio : x1,Numar ventilatoare instalate : 3,Altele : 1 x 120mm | 2 x 140mm,In fata : 2 x 120/140 mm,In spate : 1 x 120 mm,Deasupra/Tavan : 1 x 120/140 mm"
"Placa Video AMD Radeon Pro WX 4100 Workstation, 4GB, GDDR5, 128 bit",1469.99,1699,Placi Video,"Chipset : AMD,Model Chipset : Pro WX 4100,Interfata : PCI-E x 16 3.0,Sistem de racire : Activ (Single-Slot),Low Profile : Da,DirectX : 12,OpenGL : 4.5,Memorie (MB) : 4096 MB,Bus memorie : 128 biti,Tip memorie : GDDR5,Latime de banda : 96.2GB/s,Proces de fabricatie : 14 nm,Frecventa procesor : 1125 MHz - Boost 1201 MHz,mini DisplayPort : x4,nVidia VR ready : Da,nVidia Vulkan API : Da,AMD Eyefinity multi-display technology : Da,AMD TRUEAUDIO TECHNOLOGY : Da,AMD FREESYNC™ TECHNOLOGY : Da"
"Placa de baza MSI MPG B550 GAMING EDGE WIFI, AMD B550, AM4, ATX",878.99,,Placi de baza,"Socket : AM4,Chipset : B550,CPU Suportat : AMD AM4 Socket Ryzen™ 3000 Series,Memorii suportate : DDR4,Dual Channel : Da,Frecventa memorie : 5100(OC)/ 5000(OC)/ 4866(OC)/ 4800(OC)/ 4600(OC)/ 4533(OC)/ 4400(OC)/ 4300(OC)/ 4266(OC)/ 4200(OC)/ 4133(OC)/ 4000(OC)/ 3866(OC)/ 3733(OC)/ 3600(OC)/ 3466(OC)/ 3400(OC)/ 3333(OC)/ 3300(OC)/ 3200(JEDEC)/ 3000(JEDEC)/ 2933(JEDEC)/ 2666(JEDEC)/ 2400(JEDEC)/ 2133(JEDEC) MHz,Socluri RAM : x4,RAM maxim : 128 GB,Slot grafic : PCI Express 4.0 x16,Detalii sloturi grafice : 2 (x16 / x4),CrossFireX : 2-Way AMD CrossFire,Slot PCI-E x1 : x2,Audio : Incorporata,Codec : Realtek ALC1200,Canale : 7.1,Placa de retea : Integrata,Controller : Realtek RTL8125B 2.5GbE,Tip : Single,Viteza : 10/100/1000/2500,Bluetooth : Da,Wi-Fi : Da,Port-uri SATA III 600 : x6,Porturi M.2 : x2,Port-uri USB 2.0 : x2,Port-uri USB 3.0 : x2,Port-uri USB 3.1 (Type-A) : x1,Port-uri USB 3.1 (Type-C) : x1,Iesire optica : Da,HDMI : x1,DisplayPort : x1,RJ 45 : x1,Audio Jack : x5,PS/2 : x1,EATX (24 pini) : Da,EPS12V (8 pini) : Da,Format : ATX,Dimensiuni (L x l) (cm) : 30.5 x 24.4"
"Procesor Intel Core i9-9980XE, 3.0GHz, 24.75MB, LGA2066, 165W (Box)",4499.99,,Procesoare,"Socket : LGA 2066,Nucleu : Skylake X,Numar nuclee : 18,Numar Thread-uri : 36,Frecventa : 3000 MHz,Frecventa Turbo : 4400 MHz,QPI : 8 GT/s,Proces de fabricatie : 14 nm,Consum : 165W,Tip : DDR4,Frecventa : 2666 MHz,Suport : Dual Channel,Cache L2 : 18MB,Cache L3 : 24.75MB,Configuratie PCI Express : Up to 1x16, 2x8, 1x8+2x4"
"Tastatura Gaming Fury Hellfire 2, USB, iluminata (Negru)",66.99,, Tastaturi PC,"Tip produs : Tastatura,Conectivitate : Wired,Interfata tastatura : USB,Tastatura Gaming : Da,Numar taste : 104,Taste speciale : 12 taste multimedia,Iluminata : Da,Culoare : Negru,Dimensiuni (L x l x g)(mm) : 450 x 170 x 27,Lungime cablu (m) : 1.45"
"Kit gaming Gamdias Poseidon M2, iluminare RGB, USB/Jack 3.5mm (Negru)",238.99,, Tastaturi PC,"Tip produs : Kit Tastatura + Mouse + MousePad + Casti,Tastatura Gaming : Da,Taste speciale : 19 taste fara conflict,Iluminata : Da,Culoare LED : RGB,Culoare : Negru,Dimensiuni (L x l x g)(mm) : 470 x 220 x 45,Greutate (kg) : 0.711,Lungime cablu (m) : 1.8,Functionare : Optic,Conectare : Wired,Rezolutie (DPI) : 3600,Greutate (g) : 126,Culoare : Negru,Lungime cablu (m) : 1.5"
"Mouse Gaming Genesis Xenon 800, USB, RGB (Negru)",285.99,,Mouse,"Senzor : Optic (PixArt PMW 3389),DPI : 16000 dpi, ajustabili,Butoane : 6 (programabile),Viteza : 400 Ips,Acceleratie : 50 g,Polling Rate : 1000 Hz,Memorie on-board : Da,Conectare : USB 2.0 (cu fir, 1.8 m),Compatibilitate : Windows (XP sau mai nou), Android 4.2.2,Altele : greutate redusa (58 grame), greutate ajustabila, iluminare RGB, sasiu configurabil,Conectare : Wired,Tehnologie : Optic,Recomandare : Gaming,Iluminare : RGB,Scroll : Da,Butoane : 6,Interfata : USB,Rezolutie (DPI) : 16000,Culoare : Negru,Lungimea cablului : 1.8m"
"Mouse Gaming Marvo G941, USB, iluminare RGB (Negru)",113.99,,Mouse,"Senzor : Optic (PAW3327DB + BY8832),DPI : 6200 dpi (implicit), ajustabili pana la 12000 dpi prin driver,Butoane : 9 (programabile),Viteza : -,Acceleratie : -,Polling Rate : 1000 Hz,Memorie on-board : Da,Conectare : USB 2.0 (cu fir, 1.6 m),Compatibilitate : Windows (7 sau mai nou),Altele : iluminare RGB, design ambidextru, driver dedicat,Conectare : Wired,Tehnologie : Optic,Recomandare : Gaming,Constructie : Ambidextru,Iluminare : RGB,Scroll : Da,Butoane : 9,Interfata : USB,Rezolutie (DPI) : 6200,Culoare : Negru,Lungimea cablului : 1.6m"
"Casti Gaming Razen Kraken QUARTZ RZ04-02830300-R3M1, Microfon (Roz)",408.99,,Casti - Microfoane,"Tip : Casti Gaming,Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 1.3,Stil : Over-the-head,Pernuta : Da,Sensibilitate (dBPa/V) : 109,Frecventa : 12 Hz - 28 kHz,Impedanta (Ohm) : 32,Microfon : Da,PC : Da,Sunet stereo : Da,Culoare : Roz"
"Casti Gaming Razer Kraken Console, USB, Microfon (Negru)",407.99,,Casti - Microfoane,"Tip : Casti Gaming,Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 1.3 ,Stil : Over-the-head,Pernuta : Da,Diametru (mm) : 50,Frecventa : 12 Hz - 28 kHz,Impedanta (Ohm) : 32,Microfon : Da,Tip : Uni-directional,Frecventa : 100Hz - 10kHz,PC : Da,PlayStation 4 : Da,Nintendo : Da,Culoare : Negru/Albastru"
"UPS APC SMT2200RMI2UNC 2200VA/19800W, 8 x IEC, Management",9099.99,,UPS,"Management : Da,Interfata (port comunicare) : USB,Putere intrare (VA) : 2200,Putere Iesire (W) : 19800,Tensiune alimentare (V) : 230,Dimensiuni (mm) : 683 x 480 x 86,Greutate (kg) : 42.31,Culoare : Negru,Prize IEC C13 : x8,Numar acumulatori : 1,Durata incarcare acumulator (ore) : 3"
"Placa Video MSI GeForce GT 730 V2, 4GB, DDR3, 128 bit",327.99,403.99,Placi Video,"Chipset : nVidia,Model Chipset : GeForce GT 730,Interfata : PCI-E x16 2.0,Sistem de racire : Activ (Dual-Slot),DirectX : 12.1,OpenGL : 4.4,Memorie (MB) : 4096 MB,Bus memorie : 128 biti,Tip memorie : GDDR3,Latime de banda : 22.4GB/s,Proces de fabricatie : 28nm,Unitati de procesare : 96,Sursa minima recomandata : 300W,Frecventa procesor : 700 MHz,Frecventa memorie : 1400 MHz,Rezolutie maxima (digital) : 4096 x 2160,Rezolutie maxima (analog) : 2048 x 1536,VGA : x1,DVI : x1,HDMI : x1,Lungime (mm) : 145,Latime (mm) : 106,Grosime (mm) : 30"
"Placa de baza Gigabyte B550M AORUS ELITE, AMD B550, AM4, mATX",486.99,599,Placi de baza,"Socket : AM4,Chipset : B550,CPU Suportat : AMD AM4 Socket Ryzen™ 3000 Series,Memorii suportate : DDR4,Dual Channel : Da,Frecventa memorie : 4000(O.C.)/3600(O.C.)/3200(O.C.)/2933(O.C.)/2667/2400/2133/1866 MHz,Socluri RAM : x4,RAM maxim : 128 GB,Slot grafic : PCI Express 4.0 x16,Detalii sloturi grafice : PCI Express 4.0 x16 1 (x16) | PCI Express 3.0 x16 1 (x4),Slot PCI-E x1 : x1,Audio : Incorporata,Codec : Realtek ALC887,Canale : 7.1,Placa de retea : Integrata,Controller : Realtek® GbE,Tip : Single,Viteza : Gigabit LAN 10 / 100 / 1000 Mb/s,Port-uri SATA III 600 : x4,Porturi M.2 : x1,Port-uri USB 2.0 : x4,Port-uri USB 3.0 : x4,HDMI : x1,DVI : x1,RJ 45 : x1,Audio Jack : x3,PS/2 : x1,Format : microATX"
Casti Stereo cu microfon Hama Essential HS 200 (Negru/Argintiu),45.88,49,Casti - Microfoane,"Tip : Casti Standard,Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 2,Stil : Over-the-head,Sensibilitate (dBPa/V) : 110,Frecventa : 20 Hz - 20 kHz,Impedanta (Ohm) : 32,Microfon : Da,Sensibilitate (dBV/Pa) : -58,Tip : Omni-directional,Sunet stereo : Da,Culoare : Negru/Argintiu"
"Casti Gaming JBL QUANTUM 200, Microfon (Negru)",502.99,,Casti - Microfoane,"Tip : Casti Gaming,Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 1.2 m + 1.5 m,Sensibilitate (dBPa/V) : 100,Frecventa : 20 Hz - 20 kHz,Impedanta (Ohm) : 32,Microfon : Da,Frecventa : 100Hz - 10kHz,PC : Da,Culoare : Negru"
"Casti Gaming JBL QUANTUM 100, Microfon (Negru)",334.99,,Casti - Microfoane,"Tip : Casti Gaming,Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 1.2,Stil : Over-The-Ear,Sensibilitate (dBPa/V) : 96,Frecventa : 20 Hz - 20 kHz,Impedanta (Ohm) : 32,Microfon : Da,Sensibilitate (dBV/Pa) : -42,Frecventa : 100Hz - 10kHz,PC : Da,Xbox One : Da,Culoare : Negru"
"Casti Gaming JBL QUANTUM 100, Microfon (Albastru)",334.99,,Casti - Microfoane,"Tip : Casti Gaming,Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 1.2,Stil : Over-The-Ear,Sensibilitate (dBPa/V) : 96,Frecventa : 20 Hz - 20 kHz,Impedanta (Ohm) : 32,Microfon : Da,Sensibilitate (dBV/Pa) : -42,Frecventa : 100Hz - 10kHz,PC : Da,Xbox One : Da,Culoare : Albastru"
"Casti Gaming JBL QUANTUM 100, Microfon (Alb) ",334.99,,Casti - Microfoane,"Tip : Casti Gaming,Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 1.2,Stil : Over-The-Ear,Sensibilitate (dBPa/V) : 96,Frecventa : 20 Hz - 20 kHz,Impedanta (Ohm) : 32,Microfon : Da,Sensibilitate (dBV/Pa) : -42,Frecventa : 100Hz - 10kHz,PC : Da,Xbox One : Da,Culoare : Alb"
